0,0.051113,0.094963,0.14144,0.18086,0.22601
1,0.047746,0.090137,0.13296,0.1723,0.21505
2,0.043561,0.084055,0.12317,0.16241,0.20322
3,0.038719,0.076983,0.11249,0.1516,0.19093
4,0.033392,0.069203,0.10136,0.14027,0.17849
5,0.027751,0.061003,0.090174,0.12877,0.16612
6,0.021954,0.052651,0.079272,0.1174,0.15399
7,0.016136,0.044384,0.06891,0.10637,0.14219
8,0.010401,0.036394,0.059262,0.09583,0.13073
9,0.0048188,0.028815,0.050411,0.085866,0.1196
10,-0.00057844,0.021722,0.042362,0.076489,0.10875
11,-0.005794,0.01513,0.035047,0.06766,0.098143
12,-0.010863,0.0089986,0.028342,0.059302,0.08772
13,-0.015846,0.0032418,0.022089,0.051314,0.077451
14,-0.020823,-0.0022624,0.016107,0.043585,0.067322
15,-0.02588,-0.0076574,0.01022,0.036004,0.05734
16,-0.031106,-0.013094,0.0042654,0.028473,0.04753
17,-0.036585,-0.018718,-0.0018899,0.02091,0.037926
18,-0.042383,-0.024654,-0.0083436,0.013253,0.028564
19,-0.048552,-0.031004,-0.015153,0.0054624,0.019473
20,-0.05512,-0.03783,-0.022339,-0.0024846,0.010664
21,-0.062092,-0.045163,-0.029885,-0.010595,0.0021294
22,-0.069456,-0.052993,-0.037751,-0.018868,-0.006164
23,-0.077178,-0.061279,-0.045877,-0.027294,-0.014274
24,-0.08521,-0.069954,-0.054197,-0.035865,-0.022279
25,-0.093497,-0.07893,-0.062645,-0.044575,-0.03027
26,-0.10198,-0.088114,-0.071163,-0.053421,-0.038347
27,-0.11059,-0.097407,-0.079708,-0.062404,-0.046604
28,-0.11928,-0.10672,-0.088254,-0.071527,-0.055122
29,-0.12799,-0.11599,-0.096791,-0.080797,-0.063966
30,-0.1367,-0.12515,-0.10533,-0.090215,-0.07317
31,-0.14537,-0.13418,-0.11389,-0.099784,-0.082743
32,-0.15399,-0.14307,-0.1225,-0.1095,-0.092667
33,-0.16256,-0.15183,-0.1312,-0.11934,-0.1029
34,-0.17109,-0.1605,-0.14001,-0.12931,-0.11338
35,-0.17959,-0.16912,-0.14898,-0.13936,-0.12402
36,-0.18807,-0.17773,-0.15811,-0.14948,-0.13477
37,-0.19656,-0.1864,-0.16742,-0.15965,-0.14554
38,-0.20508,-0.19516,-0.17691,-0.16983,-0.15628
39,-0.21365,-0.20404,-0.18657,-0.18,-0.16694
40,-0.22229,-0.21308,-0.19639,-0.19016,-0.1775
41,-0.23101,-0.22228,-0.20634,-0.20029,-0.18795
42,-0.23982,-0.23163,-0.21641,-0.2104,-0.19831
43,-0.24873,-0.24112,-0.22657,-0.22049,-0.20858
44,-0.25774,-0.25072,-0.2368,-0.23059,-0.21881
45,-0.26685,-0.26039,-0.24708,-0.2407,-0.22902
46,-0.27606,-0.27011,-0.25742,-0.25086,-0.23924
47,-0.28538,-0.27985,-0.26779,-0.26107,-0.2495
48,-0.2948,-0.28957,-0.2782,-0.27136,-0.25979
49,-0.30433,-0.29928,-0.28866,-0.28173,-0.27013
50,-0.31397,-0.30896,-0.29915,-0.29217,-0.28051
51,-0.32373,-0.31862,-0.3097,-0.30269,-0.29091
52,-0.3336,-0.32829,-0.3203,-0.31327,-0.30133
53,-0.3436,-0.33797,-0.33095,-0.32389,-0.31176
54,-0.35372,-0.3477,-0.34165,-0.33455,-0.32219
55,-0.36395,-0.3575,-0.35239,-0.3452,-0.33263
56,-0.3743,-0.3674,-0.36317,-0.35586,-0.34309
57,-0.38474,-0.37742,-0.37397,-0.36649,-0.35362
58,-0.39525,-0.38754,-0.38478,-0.37709,-0.36423
59,-0.40579,-0.39778,-0.39557,-0.38767,-0.37496
60,-0.41634,-0.4081,-0.40633,-0.39821,-0.38585
61,-0.42685,-0.41846,-0.41704,-0.40873,-0.39692
62,-0.43725,-0.42883,-0.42766,-0.41921,-0.40817
63,-0.4475,-0.43914,-0.43816,-0.42966,-0.41958
64,-0.45752,-0.44933,-0.44851,-0.44005,-0.43111
65,-0.46726,-0.45934,-0.45866,-0.45037,-0.4427
66,-0.47666,-0.46908,-0.46858,-0.46057,-0.45425
67,-0.48565,-0.47851,-0.47821,-0.47061,-0.46565
68,-0.49418,-0.48755,-0.48749,-0.48042,-0.47678
69,-0.50221,-0.49615,-0.49638,-0.48995,-0.48751
70,-0.5097,-0.50426,-0.50482,-0.4991,-0.49771
71,-0.51662,-0.51186,-0.51274,-0.5078,-0.50727
72,-0.52296,-0.51891,-0.5201,-0.51598,-0.5161
73,-0.52872,-0.52538,-0.52685,-0.52357,-0.52414
74,-0.5339,-0.53128,-0.53296,-0.53051,-0.53136
75,-0.53852,-0.53659,-0.53839,-0.53677,-0.53775
76,-0.54259,-0.54131,-0.54315,-0.54233,-0.54335
77,-0.54615,-0.54544,-0.54722,-0.54717,-0.5482
78,-0.54921,-0.549,-0.55062,-0.55133,-0.5524
79,-0.55181,-0.552,-0.55338,-0.55483,-0.556
80,-0.55397,-0.55444,-0.55554,-0.55771,-0.55911
81,-0.55572,-0.55636,-0.55714,-0.56005,-0.56181
82,-0.55707,-0.55779,-0.55825,-0.56189,-0.56415
83,-0.55804,-0.55874,-0.55892,-0.56331,-0.5662
84,-0.55863,-0.55926,-0.5592,-0.56435,-0.56797
85,-0.55885,-0.55939,-0.55916,-0.56507,-0.56947
86,-0.55871,-0.55916,-0.55884,-0.56552,-0.57069
87,-0.55822,-0.55862,-0.55828,-0.56572,-0.57162
88,-0.55736,-0.55782,-0.55753,-0.5657,-0.57222
89,-0.55616,-0.55679,-0.55661,-0.56545,-0.57245
90,-0.55461,-0.55556,-0.55554,-0.56499,-0.57228
91,-0.55274,-0.55416,-0.55434,-0.5643,-0.57171
92,-0.55056,-0.55261,-0.55299,-0.56338,-0.57073
93,-0.54809,-0.55091,-0.55151,-0.5622,-0.56935
94,-0.54535,-0.54906,-0.54989,-0.56078,-0.5676
95,-0.54238,-0.54705,-0.54812,-0.55908,-0.56553
96,-0.5392,-0.54486,-0.5462,-0.55713,-0.56319
97,-0.53582,-0.54247,-0.54412,-0.5549,-0.56063
98,-0.53229,-0.53984,-0.54187,-0.55243,-0.55791
99,-0.5286,-0.53695,-0.53944,-0.54971,-0.55508
100,-0.52477,-0.53379,-0.53685,-0.54676,-0.55217
101,-0.5208,-0.53033,-0.53407,-0.54359,-0.54921
102,-0.5167,-0.52656,-0.53111,-0.54022,-0.54619
103,-0.51245,-0.5225,-0.52796,-0.53665,-0.5431
104,-0.50805,-0.51814,-0.52463,-0.53288,-0.53991
105,-0.50347,-0.51351,-0.5211,-0.52893,-0.53655
106,-0.4987,-0.50862,-0.51737,-0.52478,-0.53299
107,-0.49372,-0.50351,-0.51342,-0.52043,-0.52917
108,-0.48851,-0.49819,-0.50924,-0.51585,-0.52501
109,-0.48307,-0.49268,-0.50481,-0.51103,-0.52048
110,-0.47737,-0.48701,-0.50012,-0.50595,-0.51553
111,-0.47143,-0.48116,-0.49514,-0.50059,-0.51013
112,-0.46523,-0.47515,-0.48984,-0.49492,-0.50428
113,-0.45878,-0.46895,-0.4842,-0.48892,-0.49797
114,-0.45208,-0.46255,-0.47819,-0.48258,-0.49123
115,-0.44515,-0.45591,-0.4718,-0.47588,-0.48406
116,-0.43799,-0.44901,-0.46498,-0.46881,-0.47652
117,-0.43062,-0.44183,-0.45774,-0.46138,-0.46863
118,-0.42306,-0.43432,-0.45005,-0.45358,-0.46043
119,-0.4153,-0.4265,-0.44192,-0.44542,-0.45197
120,-0.40737,-0.41834,-0.43334,-0.43691,-0.44327
121,-0.39927,-0.40987,-0.42432,-0.42806,-0.43436
122,-0.39101,-0.4011,-0.41488,-0.41891,-0.42526
123,-0.38261,-0.39207,-0.40506,-0.40946,-0.41598
124,-0.37406,-0.38282,-0.39489,-0.39974,-0.40653
125,-0.36539,-0.3734,-0.38441,-0.38977,-0.39692
126,-0.35659,-0.36386,-0.37366,-0.37959,-0.38714
127,-0.34768,-0.35424,-0.36271,-0.36921,-0.37718
128,-0.33866,-0.34457,-0.3516,-0.35866,-0.36704
129,-0.32955,-0.33489,-0.34037,-0.34796,-0.3567
130,-0.32035,-0.32521,-0.32909,-0.33713,-0.34617
131,-0.31106,-0.31552,-0.31779,-0.32619,-0.33543
132,-0.30169,-0.30582,-0.30651,-0.31515,-0.32449
133,-0.29224,-0.29608,-0.29527,-0.30403,-0.31334
134,-0.28271,-0.28627,-0.28411,-0.29286,-0.302
135,-0.2731,-0.27637,-0.27304,-0.28165,-0.29048
136,-0.26341,-0.26635,-0.26207,-0.27043,-0.2788
137,-0.25365,-0.25621,-0.25123,-0.25923,-0.26699
138,-0.24382,-0.24594,-0.24052,-0.24808,-0.25512
139,-0.23394,-0.23556,-0.22995,-0.23701,-0.24322
140,-0.22402,-0.22511,-0.21956,-0.22607,-0.23137
141,-0.21408,-0.21464,-0.20934,-0.21529,-0.21963
142,-0.20416,-0.20422,-0.19933,-0.20473,-0.20808
143,-0.19429,-0.19391,-0.18955,-0.1944,-0.19679
144,-0.18451,-0.18379,-0.18001,-0.18435,-0.18581
145,-0.17486,-0.17394,-0.17075,-0.17459,-0.17521
146,-0.16538,-0.16439,-0.16176,-0.16512,-0.16501
147,-0.1561,-0.15519,-0.15305,-0.15594,-0.15522
148,-0.14706,-0.14636,-0.14462,-0.14703,-0.14584
149,-0.13826,-0.13788,-0.13644,-0.13835,-0.13684
150,-0.12973,-0.12972,-0.1285,-0.12985,-0.12817
151,-0.12144,-0.12182,-0.12074,-0.1215,-0.11976
152,-0.11338,-0.11413,-0.11314,-0.11324,-0.11154
153,-0.10554,-0.10655,-0.10565,-0.10503,-0.10345
154,-0.097865,-0.099035,-0.098229,-0.096838,-0.095433
155,-0.090331,-0.091508,-0.090857,-0.088668,-0.087463
156,-0.082905,-0.083938,-0.083527,-0.08054,-0.079541
157,-0.075563,-0.076313,-0.076255,-0.072507,-0.071711
158,-0.068295,-0.068661,-0.069082,-0.064657,-0.064058
159,-0.061112,-0.061041,-0.062082,-0.057107,-0.056708
160,-0.054042,-0.053551,-0.055351,-0.050001,-0.049823
