timestamp,,,content,,,,,
43782.49478,42748.582,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.582,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.582,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.582,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.582,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.582,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.684,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.684,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.684,,$HCHDG,267.7,87.7,,0,E*2D
43782.49478,42748.786,,$HCHDG,267.6,87.6,,0,E*2C
43782.49478,42748.786,,$HCHDG,267.6,87.6,,0,E*2C
43782.49478,42748.786,,$HCHDG,267.6,87.6,,0,E*2C
43782.49478,42748.786,,$HCHDG,267.6,87.6,,0,E*2C
43782.49478,42748.786,,$HCHDG,267.6,87.6,,0,E*2C
43782.49478,42748.786,,$HCHDG,267.6,87.6,,0,E*2C
43782.49478,42748.888,,$HCHDG,267.5,87.5,,0,E*2F
43782.49478,42748.888,,$HCHDG,267.5,87.5,,0,E*2F
43782.49478,42748.888,,$HCHDG,267.5,87.5,,0,E*2F
43782.49478,42748.99,,$HCHDG,267.5,87.5,,0,E*2F
43782.49478,42748.99,,$HCHDG,267.5,87.5,,0,E*2F
43782.49478,42748.99,,$HCHDG,267.5,87.5,,0,E*2F
43782.49478,42748.99,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42748.99,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42748.99,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42749.093,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42749.093,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42749.093,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42749.093,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42749.093,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42749.093,,$HCHDG,267.4,87.4,,0,E*2E
43782.49478,42749.196,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.196,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.196,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.298,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.298,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.298,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.298,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.298,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.298,,$HCHDG,267.3,87.3,,0,E*29
43782.49478,42749.401,,$HCHDG,267.2,87.2,,0,E*28
43782.49478,42749.401,,$HCHDG,267.2,87.2,,0,E*28
43782.49478,42749.401,,$HCHDG,267.2,87.2,,0,E*28
43782.49478,42749.401,,$HCHDG,267.2,87.2,,0,E*28
43782.49478,42749.401,,$HCHDG,267.2,87.2,,0,E*28
43782.49478,42749.401,,$HCHDG,267.2,87.2,,0,E*28
43782.49479,42749.503,,$HCHDG,267.2,87.2,,0,E*28
43782.49479,42749.503,,$HCHDG,267.2,87.2,,0,E*28
43782.49479,42749.503,,$HCHDG,267.2,87.2,,0,E*28
43782.49479,42749.605,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.605,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.605,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.605,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.605,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.605,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.708,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.708,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.708,,$HCHDG,267.1,87.1,,0,E*2B
43782.49479,42749.708,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.708,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.708,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.811,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.811,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.811,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.912,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.912,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.912,,$HCHDG,267,87,,0,E*2A
43782.49479,42749.912,,$HCHDG,266.9,86.9,,0,E*22
43782.49479,42749.912,,$HCHDG,266.9,86.9,,0,E*22
43782.49479,42749.912,,$HCHDG,266.9,86.9,,0,E*22
43782.49479,42750.015,,$HCHDG,266.9,86.9,,0,E*22
43782.49479,42750.015,,$HCHDG,266.9,86.9,,0,E*22
43782.49479,42750.015,,$HCHDG,266.9,86.9,,0,E*22
43782.49492,42760.938,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42760.938,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42760.938,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42760.938,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.043,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.043,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.043,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.043,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.145,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.145,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.145,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.145,,$HCHDG,262.1,82.1,,0,E*2E
43782.49492,42761.248,,$HCHDG,262,82,,0,E*2F
43782.49492,42761.248,,$HCHDG,262,82,,0,E*2F
43782.49492,42761.35,,$HCHDG,262,82,,0,E*2F
43782.49492,42761.35,,$HCHDG,262,82,,0,E*2F
43782.49492,42761.35,,$HCHDG,262,82,,0,E*2F
43782.49492,42761.35,,$HCHDG,262,82,,0,E*2F
43782.49492,42761.452,,$HCHDG,262,82,,0,E*2F
43782.49492,42761.452,,$HCHDG,262,82,,0,E*2F
43782.49493,42761.553,,$HCHDG,262,82,,0,E*2F
43782.49493,42761.553,,$HCHDG,262,82,,0,E*2F
