timestamp,payload
2020-12-09T10:35:24.083550,"$HCHDT,257.1,T*28"
2020-12-09T10:35:24.160255,"$SDDPT,5.94,0.00,100.0*5C"
2020-12-09T10:35:24.165212,"$YXXDR,A,-5.9,D,PTCH,A,1.7,D,ROLL*7A"
2020-12-09T10:35:24.215572,"$HEROT,13.56,A*2A"
2020-12-09T10:35:24.220251,"$WIMWV,322.8,R,6.2,N,A*2C"
2020-12-09T10:35:24.229553,"$GPHDT,219.8,T*37"
2020-12-09T10:35:24.238776,"$SDDBT,19.49,f,5.94,M,3.24,F*0E"
2020-12-09T10:35:24.251924,"$GPRMC,093522,A,5154.8027,N,00429.1965,E,000.1,242.,091220,01.,E*49"
2020-12-09T10:35:24.272331,"$GPGGA,093522,5154.8027,N,00429.1965,E,2,04,02,+0005,M,+047,M,00,0000*6C"
2020-12-09T10:35:24.279502,"$YXMTW,36.8,C*1F"
2020-12-09T10:35:24.286180,"$GPGLL,5154.8027,N,00429.1965,E,093522.00,A*07"
2020-12-09T10:35:24.291119,"$GPVTG,242.4,T,,,000.1,N,000.1,K*2D"
2020-12-09T10:35:24.295751,"$GPROT,-0000.4,A*28"
2020-12-09T10:35:24.304607,"$GPDTM,W84,,0,N,0,E,+0,W84*5A"
2020-12-09T10:35:24.315286,"$GPZDA,093523.00,09,12,2020,-02,00*4D"
2020-12-09T10:35:24.429570,"$GPHDT,219.8,T*37"
2020-12-09T10:35:24.451929,"$GPRMC,093522,A,5154.8027,N,00429.1965,E,000.1,242.,091220,01.,E*49"
2020-12-09T10:35:24.504000,"$GPGGA,093524.09,5154.8024,N,00429.1964,E,2,10,1.0,8.5,M,44.9,M,,*65"
2020-12-09T10:35:24.505672,"$HEROT,13.81,A*20"
2020-12-09T10:35:24.539569,"$HCHDT,256.2,T*2A"
2020-12-09T10:35:24.627514,"$GPVTG,265.2,T,264.7,M,0.0,N,0.0,K,D*22"
2020-12-09T10:35:24.629602,"$GPHDT,219.8,T*37"
2020-12-09T10:35:24.651970,"$GPRMC,093522,A,5154.8028,N,00429.1967,E,000.0,242.,091220,01.,E*45"
2020-12-09T10:35:24.682283,"$WIMWV,313.5,R,5.4,N,A*26"
2020-12-09T10:35:24.727938,"$VDVBW,000.36,,A,00.00,00.00,V,,V,00.00,V*73"
2020-12-09T10:35:24.787595,"$HEROT,14.38,A*25"
2020-12-09T10:35:24.792613,"$VDVLW,9968.24,N,5898.25,N*5C"
2020-12-09T10:35:24.834172,"$WIMDA,29.7928,I,1.0089,B,-0.4,C,,,,,,,209.6,T,209.1,M,5.4,N,2.8,M*30"
2020-12-09T10:35:24.835763,"$GPHDT,219.8,T*37"
2020-12-09T10:35:24.853940,"$GPRMC,093522,A,5154.8028,N,00429.1967,E,000.0,242.,091220,01.,E*45"
2020-12-09T10:35:24.909251,"$GPZDA,093524.59,09,12,2020,00,00*69"
2020-12-09T10:35:25.029617,"$GPHDT,219.8,T*37"
2020-12-09T10:35:25.047601,"$YXXDR,C,-4.9,C,WCHR,C,-4.9,C,WCHT,C,,C,HINX,P,1.0079,B,STNP*44"
2020-12-09T10:35:25.053599,"$GPRMC,093523,A,5154.8028,N,00429.1967,E,000.0,242.,091220,01.,E*44"
2020-12-09T10:35:25.073585,"$HEROT,15.25,A*28"
2020-12-09T10:35:25.083605,"$HCHDT,255.3,T*28"
2020-12-09T10:35:25.156305,"$SDDPT,6.03,0.00,100.0*51"
2020-12-09T10:35:25.163262,"$YXXDR,A,-3.1,D,PTCH,A,1.1,D,ROLL*72"
2020-12-09T10:35:25.218315,"$WIMWV,317.5,R,5.6,N,A*20"
2020-12-09T10:35:25.229656,"$GPHDT,219.8,T*37"
2020-12-09T10:35:25.234903,"$SDDBT,19.78,f,6.03,M,3.29,F*0C"
2020-12-09T10:35:25.251971,"$GPRMC,093523,A,5154.8028,N,00429.1968,E,000.0,242.,091220,01.,E*4B"
