timestamp,payload
2020-09-11T10:45:37.182049,"$WIMWV,3.8,R,5.4,N,A*29"
2020-09-11T10:45:37.205534,"$GPHDT,083.0,T*3E"
2020-09-11T10:45:37.227904,"$GPRMC,084542,A,5153.7361,N,00428.6504,E,007.4,083.,110920,01.,E*43"
2020-09-11T10:45:37.248364,"$GPGGA,084542,5153.7361,N,00428.6504,E,2,05,09,+0006,M,+047,M,00,0000*61"
2020-09-11T10:45:37.258058,"$GPGLL,5153.7361,N,00428.6504,E,084542.00,A*03"
2020-09-11T10:45:37.267190,"$GPVTG,083.1,T,,,007.4,N,013.7,K*21"
2020-09-11T10:45:37.271828,"$GPROT,-0024.5,A*2F"
2020-09-11T10:45:37.280575,"$GPDTM,W84,,0,N,0,E,+0,W84*5A"
2020-09-11T10:45:37.291357,"$GPZDA,084535.00,11,09,2020,-02,00*4F"
2020-09-11T10:45:37.334059,"$WIMDA,30.0320,I,1.0170,B,17.0,C,,,,,,,253.4,T,252.5,M,2.0,N,1.0,M*2A"
2020-09-11T10:45:37.405552,"$GPHDT,083.0,T*3E"
2020-09-11T10:45:37.411248,"$GPZDA,084537.10,11,09,2020,00,00*63"
2020-09-11T10:45:37.427892,"$GPRMC,084542,A,5153.7361,N,00428.6511,E,007.4,083.,110920,01.,E*47"
2020-09-11T10:45:37.441603,"$HEROT,16.05,A*29"
2020-09-11T10:45:37.497906,"$VDVBW,007.14,,A,00.00,00.00,V,,V,00.00,V*74"
2020-09-11T10:45:37.528841,"$YXXDR,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,1.0164,B,STNP*49"
2020-09-11T10:45:37.562650,"$VDVLW,9469.30,N,5399.33,N*58"
2020-09-11T10:45:37.565460,"$HCHDT,57.8,T*13"
2020-09-11T10:45:37.605541,"$GPHDT,083.0,T*3E"
2020-09-11T10:45:37.627926,"$GPRMC,084542,A,5153.7361,N,00428.6517,E,007.4,083.,110920,01.,E*41"
2020-09-11T10:45:37.645229,"$YXXDR,A,-5.3,D,PTCH,A,2.0,D,ROLL*74"
2020-09-11T10:45:37.650290,"$SDDPT,7.47,0.00,100.0*50"
2020-09-11T10:45:37.696115,"$WIMWV,4.5,R,5.2,N,A*25"
2020-09-11T10:45:37.726783,"$SDDBT,24.51,f,7.47,M,4.08,F*0C"
2020-09-11T10:45:37.729573,"$HEROT,16.12,A*2F"
2020-09-11T10:45:37.769475,"$YXMTW,37.1,C*17"
2020-09-11T10:45:37.805673,"$GPHDT,083.1,T*3F"
2020-09-11T10:45:37.827914,"$GPRMC,084543,A,5153.7361,N,00428.6524,E,007.4,083.,110920,01.,E*40"
2020-09-11T10:45:37.999927,"$GPGGA,084537.70,5153.7361,N,00428.6506,E,2,9,1.3,5.4,M,44.9,M,,*5C"
2020-09-11T10:45:38.005598,"$GPHDT,083.1,T*3F"
2020-09-11T10:45:38.011625,"$HEROT,15.51,A*2B"
2020-09-11T10:45:38.027926,"$GPRMC,084543,A,5153.7362,N,00428.6531,E,007.4,083.,110920,01.,E*47"
2020-09-11T10:45:38.045509,"$HCHDT,57.6,T*1D"
2020-09-11T10:45:38.129414,"$GPVTG,83.8,T,82.9,M,7.5,N,13.8,K,D*1E"
2020-09-11T10:45:38.180102,"$WIMWV,5.6,R,5.2,N,A*27"
2020-09-11T10:45:38.195582,"$GPHDT,083.1,T*3F"
2020-09-11T10:45:38.217939,"$GPRMC,084543,A,5153.7362,N,00428.6538,E,007.4,083.,110920,01.,E*4E"
2020-09-11T10:45:38.238374,"$GPGGA,084543,5153.7362,N,00428.6538,E,2,05,09,+0006,M,+047,M,00,0000*6C"
2020-09-11T10:45:38.248137,"$GPGLL,5153.7362,N,00428.6538,E,084543.00,A*0E"
2020-09-11T10:45:38.257140,"$GPVTG,083.3,T,,,007.4,N,013.7,K*23"
2020-09-11T10:45:38.261769,"$GPROT,-0021.8,A*27"
2020-09-11T10:45:38.270634,"$GPDTM,W84,,0,N,0,E,+0,W84*5A"
