1597752421.2660756,0.006602166666666667,0.025876999999999997,260.081,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752421.4658432,0.006600666666666667,0.0258665,260.039,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752421.6645098,0.006599333333333333,0.025856166666666666,259.996,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752421.862971,0.006597833333333333,0.025846333333333336,259.954,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752421.9662833,0.006597,0.025840666666666668,259.933,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752422.1630886,0.006595500000000001,0.02583066666666667,259.892,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752422.2650456,0.006594833333333333,0.025825166666666666,259.871,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752422.462891,0.006593333333333334,0.025814999999999998,259.83,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752422.663433,0.006591833333333333,0.025804833333333332,259.789,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752422.7650793,0.006591,0.025799333333333334,259.769,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752422.9609303,0.0065895,0.025789166666666665,259.73,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752423.063956,0.006588666666666667,0.025784333333333336,259.708,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752423.2733138,0.006587166666666667,0.025773833333333333,259.668,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752423.4954636,0.006585666666666667,0.025763333333333336,259.63,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752423.6007662,0.006584833333333333,0.0257585,259.63,180.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752423.801251,0.006583333333333333,0.025748,259.58,173.75,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752423.9845142,0.006581666666666666,0.025737333333333334,259.559,164.75,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752424.0964172,0.006581,0.025732166666666667,259.553,164.75,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752424.2715242,0.0065795,0.025722166666666667,259.552,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752424.4672792,0.006578,0.025711833333333333,259.562,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752424.6655765,0.006576333333333333,0.0257015,259.585,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752424.7658744,0.006575666666666666,0.02569616666666667,259.601,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752424.9681644,0.006574166666666667,0.025685833333333335,259.641,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752425.1673996,0.006572499999999999,0.0256755,259.691,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752425.3015692,0.006571833333333333,0.025670333333333333,259.72,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752425.4651725,0.006570166666666667,0.025660166666666664,259.786,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752425.5687728,0.006569333333333333,0.025654999999999997,259.826,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752425.7614777,0.006567833333333333,0.0256445,259.908,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752425.9664435,0.006566166666666666,0.025634333333333332,259.999,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752426.157627,0.0065645,0.025623999999999997,260.102,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752426.2661886,0.0065636666666666664,0.025619,260.162,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752426.4625247,0.006561833333333334,0.0256085,260.278,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752426.6607838,0.006560166666666667,0.025598500000000003,260.406,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752426.7610734,0.0065583333333333335,0.02558816666666667,260.474,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752426.8611617,0.006557333333333333,0.025583,260.545,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752426.9617407,0.006557333333333333,0.025583,260.618,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752427.0619805,0.006555666666666667,0.025572833333333333,260.694,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752427.2666142,0.006554666666666667,0.025567833333333335,260.858,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752427.4657223,0.006552833333333333,0.02555716666666667,261.027,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752427.6591678,0.006551,0.025547,261.199,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752427.7657535,0.00655,0.025542000000000002,261.298,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752427.9603434,0.0065481666666666665,0.0255315,261.487,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752428.0655699,0.006547333333333334,0.025526666666666666,261.592,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752428.2615607,0.0065453333333333336,0.025516,261.794,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752428.4626293,0.006543666666666667,0.025506166666666667,262.01,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752428.6705923,0.0065418333333333335,0.025496,262.245,160.0,180.0,180.0,226.1,226.1,226.1
time,lat,lon,hdg,rsa_0,rsa_1,rsa_2,rpm_0,rpm_1,rpm_2
1597752428.861707,0.006540000000000001,0.025485166666666666,262.478,160.0,180.0,180.0,226.1,226.1,226.1
