1609604379.911857,-0.00039833333333333333,-0.00013933333333333332,0.000113185,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604380.185181,-0.00039833333333333333,-0.00013933333333333332,0.000112623,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604380.4759462,-0.00039833333333333333,-0.00013933333333333332,0.000112369,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604380.7866583,-0.00039833333333333333,-0.00013933333333333332,0.000110967,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604381.0750146,-0.00039833333333333333,-0.00013933333333333332,0.000109661,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604381.3253198,-0.00039833333333333333,-0.0001395,0.000108082,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604381.583592,-0.00039833333333333333,-0.0001395,0.000103262,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604381.8341467,-0.00039833333333333333,-0.0001395,0.000100488,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604382.175411,-0.00039833333333333333,-0.0001395,9.49321e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604382.480657,-0.00039833333333333333,-0.0001395,9.24132e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604382.7708173,-0.00039833333333333333,-0.0001395,8.83618e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604383.0776594,-0.00039833333333333333,-0.0001395,8.63199e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604383.329819,-0.00039833333333333333,-0.0001395,8.4045e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604383.5861154,-0.00039833333333333333,-0.00013933333333333332,7.84261e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604383.8739276,-0.00039833333333333333,-0.00013933333333333332,7.50212e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604384.1745687,-0.00039833333333333333,-0.00013933333333333332,6.53763e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604384.4756916,-0.00039833333333333333,-0.00013933333333333332,6.02651e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604384.7793672,-0.00039833333333333333,-0.00013933333333333332,5.00651e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604385.0775092,-0.00039833333333333333,-0.00013933333333333332,4.52533e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604385.3690515,-0.00039833333333333333,-0.00013933333333333332,3.67986e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604385.6725378,-0.00039833333333333333,-0.00013933333333333332,3.26123e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604385.978893,-0.00039833333333333333,-0.0001395,2.39012e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604386.2396886,-0.00039833333333333333,-0.0001395,1.94535e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604386.577816,-0.00039833333333333333,-0.0001395,8.88305e-06,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604386.8822129,-0.00039833333333333333,-0.0001395,3.38477e-06,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604387.1728325,-0.00039833333333333333,-0.0001395,1.00179e-05,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604387.4780767,-0.00039833333333333333,-0.0001395,4.55376e-06,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604387.8580701,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604388.1777556,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604388.4798129,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604388.7814229,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604389.0697272,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604389.3255985,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604389.5829942,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604389.8817518,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604390.180368,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604390.4676902,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604390.7817252,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604391.0690427,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604391.329156,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604391.579306,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604391.8828976,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604392.1735027,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604392.4755635,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604392.7781436,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604393.0834248,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604393.3731337,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604393.6775217,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604393.9799123,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604394.241397,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604394.5798395,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604394.8733618,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604395.1789048,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604395.4729095,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604395.7771256,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604396.0814724,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604396.3696985,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604396.6743748,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604396.979934,-0.00039833333333333333,-0.0001395,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604397.24106,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
1609604397.5795984,-0.00039833333333333333,-0.00013933333333333332,360.0,0.0,0.0
time,lat,lon,hdg,rsa,rpm
