0,2.66,0
1,17.8,-74.8
2,1.38,-1.36
3,2.79,10.2
4,-1.62,-1.09
5,-5.31,4.73
6,0.192,1.14
7,3.83,-0.932
8,-0.229,-0.725
9,-1.87,2.37
10,0.349,0.862
11,2.23,0.00702
12,-0.36,-0.364
13,0.136,0.918
14,0.472,0.0894
15,0.872,-0.594
16,-0.357,-0.071
17,0.36,0.488
18,0.529,-0.0906
19,0.21,-0.812
20,-0.271,-0.0567
21,0.105,0.12
22,0.277,-0.13
23,-0.116,-0.482
24,-0.175,0.0454
25,0.0408,-0.0195
26,0.0992,-0.219
27,-0.347,-0.163
28,-0.124,0.149
29,0.0639,0.102
30,0.0619,-0.167
